Total Action: 
A,B
56,53
Total Action Attempt 1: 
A,B
9,25
Total Action Attempt 2: 
A,B
13,5
Total Action Attempt 3: 
A,B
34,23
Average Action: 
A,B
18.666666666666668,17.666666666666668
Total Gesture: 
A,B
104,487
Total Gesture Attempt 1: 
A,B
23,178
Total Gesture Attempt 2: 
A,B
19,76
Total Gesture Attempt 3: 
A,B
62,233
Average Gesture: 
A,B
34.666666666666664,162.33333333333334
Total Hand: 
Right,Left,Both
441,253,6
Total Hand Attempt 1: 
Right,Left,Both
131,101,3
Total Hand Attempt 2: 
Right,Left,Both
79,33,1
Total Hand Attempt 3: 
Right,Left,Both
231,119,2
Average Hand: 
Right,Left,Both
147.0,84.33333333333333,2.0
Total Action: 
ShootFire_V1,ShootLightning_V1,ShootGust_V1,ShootEarthPrison_V1,ActivateEarthPrison_V1,ActivateShield_V1,ActivateRecover_V1,ShootFire_V2,ShootLightning_V2,ShootGust_V2,ShootEarthPrison_V2,ActivateEarthPrison_V2,ActivateShield_V2,ActivateRecover_V2
1,28,1,1,4,4,17,46,0,0,0,1,0,6
Total Action Attempt 1: 
ShootFire_V1,ShootLightning_V1,ShootGust_V1,ShootEarthPrison_V1,ActivateEarthPrison_V1,ActivateShield_V1,ActivateRecover_V1,ShootFire_V2,ShootLightning_V2,ShootGust_V2,ShootEarthPrison_V2,ActivateEarthPrison_V2,ActivateShield_V2,ActivateRecover_V2
1,1,1,0,0,0,6,22,0,0,0,0,0,3
Total Action Attempt 2: 
ShootFire_V1,ShootLightning_V1,ShootGust_V1,ShootEarthPrison_V1,ActivateEarthPrison_V1,ActivateShield_V1,ActivateRecover_V1,ShootFire_V2,ShootLightning_V2,ShootGust_V2,ShootEarthPrison_V2,ActivateEarthPrison_V2,ActivateShield_V2,ActivateRecover_V2
0,3,0,0,2,4,4,4,0,0,0,0,0,1
Total Action Attempt 3: 
ShootFire_V1,ShootLightning_V1,ShootGust_V1,ShootEarthPrison_V1,ActivateEarthPrison_V1,ActivateShield_V1,ActivateRecover_V1,ShootFire_V2,ShootLightning_V2,ShootGust_V2,ShootEarthPrison_V2,ActivateEarthPrison_V2,ActivateShield_V2,ActivateRecover_V2
0,24,0,1,2,0,7,20,0,0,0,1,0,2
Average Action: 
ShootFire_V1,ShootLightning_V1,ShootGust_V1,ShootEarthPrison_V1,ActivateEarthPrison_V1,ActivateShield_V1,ActivateRecover_V1,ShootFire_V2,ShootLightning_V2,ShootGust_V2,ShootEarthPrison_V2,ActivateEarthPrison_V2,ActivateShield_V2,ActivateRecover_V2
0.3333333333333333,9.333333333333334,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,5.666666666666667,15.333333333333334,0.0,0.0,0.0,0.3333333333333333,0.0,2.0
Total Gesture: 
Aim_V1,Fire_V1,Lightning_V1,Gust_V1,EarthPrison_V1,Recover_V1,Shield_V1,ActivateFire_V2,ThrowFire_V2,Recover_V2,AimLightning_V2,ActivateLightning_V2,ActivateThrowEarthPrison_V2,ThrowEarthPrison_V2,ActivateActivationEarthPrison_V2,ThrowActivationEarthPrison_V2,ActivateGust_V2,ThrowGust_V2,Shield_V2
50,1,27,1,4,17,4,118,113,16,0,8,0,116,3,0,0,113,0
Total Gesture Attempt 1: 
Aim_V1,Fire_V1,Lightning_V1,Gust_V1,EarthPrison_V1,Recover_V1,Shield_V1,ActivateFire_V2,ThrowFire_V2,Recover_V2,AimLightning_V2,ActivateLightning_V2,ActivateThrowEarthPrison_V2,ThrowEarthPrison_V2,ActivateActivationEarthPrison_V2,ThrowActivationEarthPrison_V2,ActivateGust_V2,ThrowGust_V2,Shield_V2
14,1,1,1,0,6,0,44,41,6,0,4,0,42,0,0,0,41,0
Total Gesture Attempt 2: 
Aim_V1,Fire_V1,Lightning_V1,Gust_V1,EarthPrison_V1,Recover_V1,Shield_V1,ActivateFire_V2,ThrowFire_V2,Recover_V2,AimLightning_V2,ActivateLightning_V2,ActivateThrowEarthPrison_V2,ThrowEarthPrison_V2,ActivateActivationEarthPrison_V2,ThrowActivationEarthPrison_V2,ActivateGust_V2,ThrowGust_V2,Shield_V2
6,0,3,0,2,4,4,17,18,4,0,1,0,18,0,0,0,18,0
Total Gesture Attempt 3: 
Aim_V1,Fire_V1,Lightning_V1,Gust_V1,EarthPrison_V1,Recover_V1,Shield_V1,ActivateFire_V2,ThrowFire_V2,Recover_V2,AimLightning_V2,ActivateLightning_V2,ActivateThrowEarthPrison_V2,ThrowEarthPrison_V2,ActivateActivationEarthPrison_V2,ThrowActivationEarthPrison_V2,ActivateGust_V2,ThrowGust_V2,Shield_V2
30,0,23,0,2,7,0,57,54,6,0,3,0,56,3,0,0,54,0
Average Gesture: 
Aim_V1,Fire_V1,Lightning_V1,Gust_V1,EarthPrison_V1,Recover_V1,Shield_V1,ActivateFire_V2,ThrowFire_V2,Recover_V2,AimLightning_V2,ActivateLightning_V2,ActivateThrowEarthPrison_V2,ThrowEarthPrison_V2,ActivateActivationEarthPrison_V2,ThrowActivationEarthPrison_V2,ActivateGust_V2,ThrowGust_V2,Shield_V2
16.666666666666668,0.3333333333333333,9.0,0.3333333333333333,1.3333333333333333,5.666666666666667,1.3333333333333333,39.333333333333336,37.666666666666664,5.333333333333333,0.0,2.6666666666666665,0.0,38.666666666666664,1.0,0.0,0.0,37.666666666666664,0.0
Time Per Attempt
Attempt 1,Attempt 2,Attempt 3
03:39,01:35,04:09
