Total Action: 
A,B
180,9
Total Action Attempt 1: 
A,B
56,3
Total Action Attempt 2: 
A,B
17,0
Total Action Attempt 3: 
A,B
107,6
Average Action: 
A,B
60.0,3.0
Total Gesture: 
A,B
188,161
Total Gesture Attempt 1: 
A,B
74,64
Total Gesture Attempt 2: 
A,B
32,26
Total Gesture Attempt 3: 
A,B
82,71
Average Gesture: 
A,B
62.666666666666664,53.666666666666664
Total Hand: 
Right,Left,Both
199,337,2
Total Hand Attempt 1: 
Right,Left,Both
68,129,0
Total Hand Attempt 2: 
Right,Left,Both
68,7,0
Total Hand Attempt 3: 
Right,Left,Both
63,201,2
Average Hand: 
Right,Left,Both
66.33333333333333,112.33333333333333,0.6666666666666666
Total Action: 
ShootFire_V1,ShootLightning_V1,ShootGust_V1,ShootEarthPrison_V1,ActivateEarthPrison_V1,ActivateShield_V1,ActivateRecover_V1,ShootFire_V2,ShootLightning_V2,ShootGust_V2,ShootEarthPrison_V2,ActivateEarthPrison_V2,ActivateShield_V2,ActivateRecover_V2
10,160,0,0,0,3,7,4,0,0,3,0,0,2
Total Action Attempt 1: 
ShootFire_V1,ShootLightning_V1,ShootGust_V1,ShootEarthPrison_V1,ActivateEarthPrison_V1,ActivateShield_V1,ActivateRecover_V1,ShootFire_V2,ShootLightning_V2,ShootGust_V2,ShootEarthPrison_V2,ActivateEarthPrison_V2,ActivateShield_V2,ActivateRecover_V2
0,52,0,0,0,3,1,2,0,0,1,0,0,0
Total Action Attempt 2: 
ShootFire_V1,ShootLightning_V1,ShootGust_V1,ShootEarthPrison_V1,ActivateEarthPrison_V1,ActivateShield_V1,ActivateRecover_V1,ShootFire_V2,ShootLightning_V2,ShootGust_V2,ShootEarthPrison_V2,ActivateEarthPrison_V2,ActivateShield_V2,ActivateRecover_V2
6,10,0,0,0,0,1,0,0,0,0,0,0,0
Total Action Attempt 3: 
ShootFire_V1,ShootLightning_V1,ShootGust_V1,ShootEarthPrison_V1,ActivateEarthPrison_V1,ActivateShield_V1,ActivateRecover_V1,ShootFire_V2,ShootLightning_V2,ShootGust_V2,ShootEarthPrison_V2,ActivateEarthPrison_V2,ActivateShield_V2,ActivateRecover_V2
4,98,0,0,0,0,5,2,0,0,2,0,0,2
Average Action: 
ShootFire_V1,ShootLightning_V1,ShootGust_V1,ShootEarthPrison_V1,ActivateEarthPrison_V1,ActivateShield_V1,ActivateRecover_V1,ShootFire_V2,ShootLightning_V2,ShootGust_V2,ShootEarthPrison_V2,ActivateEarthPrison_V2,ActivateShield_V2,ActivateRecover_V2
3.3333333333333335,53.333333333333336,0.0,0.0,0.0,1.0,2.3333333333333335,1.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.6666666666666666
Total Gesture: 
Aim_V1,Fire_V1,Lightning_V1,Gust_V1,EarthPrison_V1,Recover_V1,Shield_V1,ActivateFire_V2,ThrowFire_V2,Recover_V2,AimLightning_V2,ActivateLightning_V2,ActivateThrowEarthPrison_V2,ThrowEarthPrison_V2,ActivateActivationEarthPrison_V2,ThrowActivationEarthPrison_V2,ActivateGust_V2,ThrowGust_V2,Shield_V2
85,11,81,1,0,7,3,31,33,7,0,4,7,42,1,0,0,33,3
Total Gesture Attempt 1: 
Aim_V1,Fire_V1,Lightning_V1,Gust_V1,EarthPrison_V1,Recover_V1,Shield_V1,ActivateFire_V2,ThrowFire_V2,Recover_V2,AimLightning_V2,ActivateLightning_V2,ActivateThrowEarthPrison_V2,ThrowEarthPrison_V2,ActivateActivationEarthPrison_V2,ThrowActivationEarthPrison_V2,ActivateGust_V2,ThrowGust_V2,Shield_V2
37,0,32,1,0,1,3,11,15,1,0,1,2,18,0,0,0,15,1
Total Gesture Attempt 2: 
Aim_V1,Fire_V1,Lightning_V1,Gust_V1,EarthPrison_V1,Recover_V1,Shield_V1,ActivateFire_V2,ThrowFire_V2,Recover_V2,AimLightning_V2,ActivateLightning_V2,ActivateThrowEarthPrison_V2,ThrowEarthPrison_V2,ActivateActivationEarthPrison_V2,ThrowActivationEarthPrison_V2,ActivateGust_V2,ThrowGust_V2,Shield_V2
18,6,7,0,0,1,0,10,3,1,0,1,1,5,1,0,0,3,1
Total Gesture Attempt 3: 
Aim_V1,Fire_V1,Lightning_V1,Gust_V1,EarthPrison_V1,Recover_V1,Shield_V1,ActivateFire_V2,ThrowFire_V2,Recover_V2,AimLightning_V2,ActivateLightning_V2,ActivateThrowEarthPrison_V2,ThrowEarthPrison_V2,ActivateActivationEarthPrison_V2,ThrowActivationEarthPrison_V2,ActivateGust_V2,ThrowGust_V2,Shield_V2
30,5,42,0,0,5,0,10,15,5,0,2,4,19,0,0,0,15,1
Average Gesture: 
Aim_V1,Fire_V1,Lightning_V1,Gust_V1,EarthPrison_V1,Recover_V1,Shield_V1,ActivateFire_V2,ThrowFire_V2,Recover_V2,AimLightning_V2,ActivateLightning_V2,ActivateThrowEarthPrison_V2,ThrowEarthPrison_V2,ActivateActivationEarthPrison_V2,ThrowActivationEarthPrison_V2,ActivateGust_V2,ThrowGust_V2,Shield_V2
28.333333333333332,3.6666666666666665,27.0,0.3333333333333333,0.0,2.3333333333333335,1.0,10.333333333333334,11.0,2.3333333333333335,0.0,1.3333333333333333,2.3333333333333335,14.0,0.3333333333333333,0.0,0.0,11.0,1.0
Time Per Attempt
Attempt 1,Attempt 2,Attempt 3
02:39,02:09,02:39
