Total Action: 
A,B
338,45
Total Action Attempt 1: 
A,B
51,0
Total Action Attempt 2: 
A,B
98,21
Total Action Attempt 3: 
A,B
189,24
Average Action: 
A,B
112.66666666666667,15.0
Total Gesture: 
A,B
318,462
Total Gesture Attempt 1: 
A,B
71,54
Total Gesture Attempt 2: 
A,B
74,203
Total Gesture Attempt 3: 
A,B
173,205
Average Gesture: 
A,B
106.0,154.0
Total Hand: 
Right,Left,Both
853,310,0
Total Hand Attempt 1: 
Right,Left,Both
81,95,0
Total Hand Attempt 2: 
Right,Left,Both
290,106,0
Total Hand Attempt 3: 
Right,Left,Both
482,109,0
Average Hand: 
Right,Left,Both
284.3333333333333,103.33333333333333,0.0
Total Action: 
ShootFire_V1,ShootLightning_V1,ShootGust_V1,ShootEarthPrison_V1,ActivateEarthPrison_V1,ActivateShield_V1,ActivateRecover_V1,ShootFire_V2,ShootLightning_V2,ShootGust_V2,ShootEarthPrison_V2,ActivateEarthPrison_V2,ActivateShield_V2,ActivateRecover_V2
15,224,1,0,12,22,64,38,0,0,7,0,0,0
Total Action Attempt 1: 
ShootFire_V1,ShootLightning_V1,ShootGust_V1,ShootEarthPrison_V1,ActivateEarthPrison_V1,ActivateShield_V1,ActivateRecover_V1,ShootFire_V2,ShootLightning_V2,ShootGust_V2,ShootEarthPrison_V2,ActivateEarthPrison_V2,ActivateShield_V2,ActivateRecover_V2
7,1,0,0,6,17,20,0,0,0,0,0,0,0
Total Action Attempt 2: 
ShootFire_V1,ShootLightning_V1,ShootGust_V1,ShootEarthPrison_V1,ActivateEarthPrison_V1,ActivateShield_V1,ActivateRecover_V1,ShootFire_V2,ShootLightning_V2,ShootGust_V2,ShootEarthPrison_V2,ActivateEarthPrison_V2,ActivateShield_V2,ActivateRecover_V2
3,69,1,0,3,2,20,15,0,0,6,0,0,0
Total Action Attempt 3: 
ShootFire_V1,ShootLightning_V1,ShootGust_V1,ShootEarthPrison_V1,ActivateEarthPrison_V1,ActivateShield_V1,ActivateRecover_V1,ShootFire_V2,ShootLightning_V2,ShootGust_V2,ShootEarthPrison_V2,ActivateEarthPrison_V2,ActivateShield_V2,ActivateRecover_V2
5,154,0,0,3,3,24,23,0,0,1,0,0,0
Average Action: 
ShootFire_V1,ShootLightning_V1,ShootGust_V1,ShootEarthPrison_V1,ActivateEarthPrison_V1,ActivateShield_V1,ActivateRecover_V1,ShootFire_V2,ShootLightning_V2,ShootGust_V2,ShootEarthPrison_V2,ActivateEarthPrison_V2,ActivateShield_V2,ActivateRecover_V2
5.0,74.66666666666667,0.3333333333333333,0.0,4.0,7.333333333333333,21.333333333333332,12.666666666666666,0.0,0.0,2.3333333333333335,0.0,0.0,0.0
Total Gesture: 
Aim_V1,Fire_V1,Lightning_V1,Gust_V1,EarthPrison_V1,Recover_V1,Shield_V1,ActivateFire_V2,ThrowFire_V2,Recover_V2,AimLightning_V2,ActivateLightning_V2,ActivateThrowEarthPrison_V2,ThrowEarthPrison_V2,ActivateActivationEarthPrison_V2,ThrowActivationEarthPrison_V2,ActivateGust_V2,ThrowGust_V2,Shield_V2
116,28,74,2,12,64,22,63,113,5,9,1,11,122,21,2,0,113,2
Total Gesture Attempt 1: 
Aim_V1,Fire_V1,Lightning_V1,Gust_V1,EarthPrison_V1,Recover_V1,Shield_V1,ActivateFire_V2,ThrowFire_V2,Recover_V2,AimLightning_V2,ActivateLightning_V2,ActivateThrowEarthPrison_V2,ThrowEarthPrison_V2,ActivateActivationEarthPrison_V2,ThrowActivationEarthPrison_V2,ActivateGust_V2,ThrowGust_V2,Shield_V2
17,10,1,0,6,20,17,1,16,0,0,0,1,16,4,0,0,16,0
Total Gesture Attempt 2: 
Aim_V1,Fire_V1,Lightning_V1,Gust_V1,EarthPrison_V1,Recover_V1,Shield_V1,ActivateFire_V2,ThrowFire_V2,Recover_V2,AimLightning_V2,ActivateLightning_V2,ActivateThrowEarthPrison_V2,ThrowEarthPrison_V2,ActivateActivationEarthPrison_V2,ThrowActivationEarthPrison_V2,ActivateGust_V2,ThrowGust_V2,Shield_V2
26,5,16,2,3,20,2,28,47,5,1,1,7,53,12,0,0,47,2
Total Gesture Attempt 3: 
Aim_V1,Fire_V1,Lightning_V1,Gust_V1,EarthPrison_V1,Recover_V1,Shield_V1,ActivateFire_V2,ThrowFire_V2,Recover_V2,AimLightning_V2,ActivateLightning_V2,ActivateThrowEarthPrison_V2,ThrowEarthPrison_V2,ActivateActivationEarthPrison_V2,ThrowActivationEarthPrison_V2,ActivateGust_V2,ThrowGust_V2,Shield_V2
73,13,57,0,3,24,3,34,50,0,8,0,3,53,5,2,0,50,0
Average Gesture: 
Aim_V1,Fire_V1,Lightning_V1,Gust_V1,EarthPrison_V1,Recover_V1,Shield_V1,ActivateFire_V2,ThrowFire_V2,Recover_V2,AimLightning_V2,ActivateLightning_V2,ActivateThrowEarthPrison_V2,ThrowEarthPrison_V2,ActivateActivationEarthPrison_V2,ThrowActivationEarthPrison_V2,ActivateGust_V2,ThrowGust_V2,Shield_V2
38.666666666666664,9.333333333333334,24.666666666666668,0.6666666666666666,4.0,21.333333333333332,7.333333333333333,21.0,37.666666666666664,1.6666666666666667,3.0,0.3333333333333333,3.6666666666666665,40.666666666666664,7.0,0.6666666666666666,0.0,37.666666666666664,0.6666666666666666
Time Per Attempt
Attempt 1,Attempt 2,Attempt 3
02:09,05:07,07:09
