CallerHand,GestureInput,ActionExecuted,Time
LeftHand,Aim_V1,,14:05:18.358422
RightHand,ThrowGust_V2,,14:05:24.228621
RightHand,ThrowFire_V2,,14:05:24.228687
RightHand,ThrowEarthPrison_V2,,14:05:24.228696
LeftHand,ThrowEarthPrison_V2,,14:05:29.626268
LeftHand,ThrowFire_V2,,14:05:29.626341
LeftHand,ThrowGust_V2,,14:05:29.626350
RightHand,ActivateFire_V2,,14:05:30.524388
RightHand,ActivateThrowEarthPrison_V2,,14:05:31.368332
RightHand,ThrowGust_V2,,14:05:35.669354
RightHand,ThrowFire_V2,,14:05:35.669420
RightHand,ThrowEarthPrison_V2,,14:05:35.669428
RightHand,Shield_V2,,14:05:35.981386
RightHand,,ShootEarthPrison_V2,14:05:36.183351
RightHand,ThrowGust_V2,,14:05:39.198149
RightHand,ThrowFire_V2,,14:05:39.198210
RightHand,ThrowEarthPrison_V2,,14:05:39.198219
LeftHand,Aim_V1,,14:05:43.287279
LeftHand,Lightning_V1,,14:05:44.171405
LeftHand,,ShootLightning_V1,14:05:44.186176
LeftHand,Lightning_V1,,14:05:45.249399
LeftHand,Aim_V1,,14:05:46.952713
LeftHand,Lightning_V1,,14:05:47.860747
LeftHand,,ShootLightning_V1,14:05:47.874503
LeftHand,,ShootLightning_V1,14:05:48.030860
RightHand,Shield_V1,ActivateShield_V1,14:05:48.342652
LeftHand,Lightning_V1,,14:05:48.364576
LeftHand,,ShootLightning_V1,14:05:48.387405
LeftHand,,ShootLightning_V1,14:05:48.561238
LeftHand,,ShootLightning_V1,14:05:48.733145
LeftHand,,ShootLightning_V1,14:05:48.954315
LeftHand,,ShootLightning_V1,14:05:49.156102
LeftHand,Lightning_V1,,14:05:51.371858
LeftHand,,ShootLightning_V1,14:05:51.394582
LeftHand,Aim_V1,,14:05:51.630058
LeftHand,Lightning_V1,,14:05:52.340843
LeftHand,,ShootLightning_V1,14:05:52.363337
LeftHand,Aim_V1,,14:05:52.662063
LeftHand,Lightning_V1,,14:05:53.264854
LeftHand,,ShootLightning_V1,14:05:53.297289
LeftHand,Aim_V1,,14:05:53.527368
RightHand,ThrowGust_V2,,14:05:53.594580
RightHand,ThrowFire_V2,,14:05:53.594658
RightHand,ThrowEarthPrison_V2,,14:05:53.594668
LeftHand,Lightning_V1,,14:05:53.696190
LeftHand,,ShootLightning_V1,14:05:53.729802
LeftHand,Aim_V1,,14:05:54.029600
LeftHand,Lightning_V1,,14:05:54.359187
LeftHand,,ShootLightning_V1,14:05:54.505886
LeftHand,Aim_V1,,14:05:54.610013
LeftHand,Lightning_V1,,14:05:54.886766
LeftHand,,ShootLightning_V1,14:05:54.922460
LeftHand,Aim_V1,,14:05:55.125011
LeftHand,Lightning_V1,,14:05:55.316416
LeftHand,,ShootLightning_V1,14:05:55.338723
LeftHand,Aim_V1,,14:05:55.624857
LeftHand,Aim_V1,,14:05:58.147483
LeftHand,Lightning_V1,,14:05:58.845475
LeftHand,,ShootLightning_V1,14:05:58.860233
LeftHand,Aim_V1,,14:05:59.090783
LeftHand,Lightning_V1,,14:05:59.492816
LeftHand,Gust_V1,,14:05:59.509236
LeftHand,,ShootLightning_V1,14:05:59.509563
RightHand,Shield_V1,ActivateShield_V1,14:06:01.042195
RightHand,Shield_V1,ActivateShield_V1,14:06:02.557217
RightHand,Aim_V1,,14:06:08.105522
RightHand,Lightning_V1,,14:06:09.582752
RightHand,,ShootLightning_V1,14:06:09.599933
RightHand,Lightning_V1,,14:06:09.914390
RightHand,,ShootLightning_V1,14:06:09.938848
RightHand,Recover_V1,ActivateRecover_V1,14:06:13.068289
RightHand,Recover_V2,,14:06:13.090661
RightHand,ActivateFire_V2,,14:06:22.671207
LeftHand,ThrowEarthPrison_V2,,14:06:23.874791
LeftHand,ThrowFire_V2,,14:06:23.874857
LeftHand,ThrowGust_V2,,14:06:23.874866
RightHand,ActivateFire_V2,,14:06:23.978271
RightHand,ThrowGust_V2,,14:06:25.665637
RightHand,ThrowFire_V2,,14:06:25.665691
RightHand,ThrowEarthPrison_V2,,14:06:25.665699
RightHand,ThrowEarthPrison_V2,,14:06:26.557272
LeftHand,Aim_V1,,14:06:32.069473
LeftHand,Lightning_V1,,14:06:32.849145
LeftHand,,ShootLightning_V1,14:06:32.864134
LeftHand,Aim_V1,,14:06:33.063840
LeftHand,Lightning_V1,,14:06:33.194802
LeftHand,,ShootLightning_V1,14:06:33.210636
LeftHand,Aim_V1,,14:06:33.460476
LeftHand,Lightning_V1,,14:06:33.654849
LeftHand,,ShootLightning_V1,14:06:33.670855
LeftHand,Aim_V1,,14:06:33.940840
LeftHand,Lightning_V1,,14:06:34.228681
LeftHand,,ShootLightning_V1,14:06:34.243442
LeftHand,,ShootLightning_V1,14:06:34.396112
LeftHand,,ShootLightning_V1,14:06:34.566526
LeftHand,Aim_V1,,14:06:34.798689
LeftHand,Lightning_V1,,14:06:34.942545
LeftHand,,ShootLightning_V1,14:06:34.966296
LeftHand,Aim_V1,,14:06:35.210464
LeftHand,,ShootLightning_V1,14:06:35.333528
LeftHand,,ShootLightning_V1,14:06:35.489432
LeftHand,,ShootLightning_V1,14:06:35.656892
LeftHand,,ShootLightning_V1,14:06:35.823517
LeftHand,Aim_V1,,14:06:36.263074
LeftHand,,ShootLightning_V1,14:06:36.381430
LeftHand,Lightning_V1,,14:06:36.812952
LeftHand,,ShootLightning_V1,14:06:36.826859
LeftHand,Aim_V1,,14:06:37.026464
LeftHand,,ShootLightning_V1,14:06:37.134480
LeftHand,,ShootLightning_V1,14:06:37.275056
LeftHand,,ShootLightning_V1,14:06:37.437926
LeftHand,Aim_V1,,14:06:37.953814
LeftHand,,ShootLightning_V1,14:06:38.065498
LeftHand,,ShootLightning_V1,14:06:38.218222
LeftHand,,ShootLightning_V1,14:06:38.385203
LeftHand,,ShootLightning_V1,14:06:38.535938
LeftHand,Aim_V1,,14:06:44.176654
LeftHand,Aim_V1,,14:06:46.303519
LeftHand,Lightning_V1,,14:06:47.052212
LeftHand,,ShootLightning_V1,14:06:47.065554
LeftHand,Lightning_V1,,14:06:47.306025
LeftHand,Aim_V1,,14:06:47.622384
LeftHand,,ShootLightning_V1,14:06:47.743775
LeftHand,Lightning_V1,,14:06:47.840835
LeftHand,,ShootLightning_V1,14:06:47.927447
LeftHand,,ShootLightning_V1,14:06:48.108639
LeftHand,Aim_V1,,14:06:48.371633
LeftHand,,ShootLightning_V1,14:06:48.497812
LeftHand,Aim_V1,,14:06:49.414828
LeftHand,Lightning_V1,,14:06:49.837174
LeftHand,,ShootLightning_V1,14:06:49.850753
LeftHand,Aim_V1,,14:06:50.458046
LeftHand,Lightning_V1,,14:06:50.945365
LeftHand,,ShootLightning_V1,14:06:50.957884
LeftHand,,ShootLightning_V1,14:06:51.096910
LeftHand,Lightning_V1,,14:06:51.365074
LeftHand,,ShootLightning_V1,14:06:51.386173
LeftHand,Lightning_V1,,14:06:51.923747
LeftHand,Aim_V1,,14:06:52.420950
RightHand,ThrowGust_V2,,14:06:52.547629
RightHand,ThrowFire_V2,,14:06:52.547698
RightHand,ThrowEarthPrison_V2,,14:06:52.547707
LeftHand,Aim_V1,,14:06:53.283125
LeftHand,Aim_V1,,14:06:55.024986
RightHand,ActivateFire_V2,,14:06:55.493084
LeftHand,ThrowEarthPrison_V2,,14:06:57.138393
LeftHand,ThrowFire_V2,,14:06:57.138471
LeftHand,ThrowGust_V2,,14:06:57.138480
RightHand,ThrowGust_V2,,14:06:57.673546
RightHand,ThrowFire_V2,,14:06:57.673611
RightHand,ThrowEarthPrison_V2,,14:06:57.673619
RightHand,,ShootFire_V2,14:06:58.173918
LeftHand,ThrowEarthPrison_V2,,14:07:02.624416
LeftHand,ThrowFire_V2,,14:07:02.624526
LeftHand,ThrowGust_V2,,14:07:02.624538
RightHand,Aim_V1,,14:07:09.448254
LeftHand,ThrowEarthPrison_V2,,14:07:11.463713
LeftHand,ThrowFire_V2,,14:07:11.463784
LeftHand,ThrowGust_V2,,14:07:11.463792
RightHand,ActivateFire_V2,,14:07:12.032195
RightHand,ActivateFire_V2,,14:07:14.661787
RightHand,ThrowGust_V2,,14:07:16.732341
RightHand,ThrowFire_V2,,14:07:16.732398
RightHand,ThrowEarthPrison_V2,,14:07:16.732406
RightHand,,ShootFire_V2,14:07:17.240177
RightHand,ActivateFire_V2,,14:07:18.214741
LeftHand,ThrowEarthPrison_V2,,14:07:19.094048
LeftHand,ThrowFire_V2,,14:07:19.094112
LeftHand,ThrowGust_V2,,14:07:19.094120
RightHand,ActivateFire_V2,,14:07:21.179300
RightHand,Aim_V1,,14:07:26.611141
RightHand,Lightning_V1,,14:07:27.807041
RightHand,,ShootLightning_V1,14:07:27.822054
RightHand,Aim_V1,,14:07:28.176409
RightHand,,ShootLightning_V1,14:07:28.309318
RightHand,ActivateThrowEarthPrison_V2,,14:07:29.912155
RightHand,ThrowEarthPrison_V2,,14:07:32.596639
RightHand,ActivateFire_V2,,14:07:33.122414
RightHand,ActivateFire_V2,,14:07:35.460388
RightHand,ThrowEarthPrison_V2,,14:07:35.714987
RightHand,ActivateLightning_V2,,14:07:38.792393
LeftHand,Aim_V1,,14:07:44.348898
LeftHand,Lightning_V1,,14:07:45.441457
LeftHand,,ShootLightning_V1,14:07:45.457353
LeftHand,Aim_V1,,14:07:45.683901
LeftHand,Lightning_V1,,14:07:46.053324
LeftHand,,ShootLightning_V1,14:07:46.064220
LeftHand,Lightning_V1,,14:07:46.765042
LeftHand,Aim_V1,,14:07:50.466614
RightHand,ThrowGust_V2,,14:07:51.393699
RightHand,ThrowFire_V2,,14:07:51.393764
RightHand,ThrowEarthPrison_V2,,14:07:51.393776
RightHand,ActivateFire_V2,,14:07:56.138903
