CallerHand,GestureInput,ActionExecuted,Time
LeftHand,Shield_V2,,13:15:35.805110
RightHand,EarthPrison_V1,ActivateEarthPrison_V1,13:15:36.631106
RightHand,EarthPrison_V1,ActivateEarthPrison_V1,13:15:38.792482
LeftHand,Recover_V2,,13:15:40.169706
LeftHand,Recover_V1,ActivateRecover_V1,13:15:40.170065
LeftHand,ActivateActivationEarthPrison_V2,,13:15:40.281695
LeftHand,Lightning_V1,,13:15:41.558113
LeftHand,ActivateGust_V2,,13:15:41.559224
RightHand,ThrowGust_V2,,13:15:45.145667
RightHand,ThrowFire_V2,,13:15:45.145737
RightHand,ThrowEarthPrison_V2,,13:15:45.145747
RightHand,Recover_V1,ActivateRecover_V1,13:15:51.277218
LeftHand,Lightning_V1,,13:15:51.423846
LeftHand,ActivateGust_V2,,13:15:51.424989
RightHand,ActivateActivationEarthPrison_V2,,13:15:51.755206
RightHand,ActivateActivationEarthPrison_V2,,13:15:52.588764
RightHand,ActivateFire_V2,,13:15:54.831289
RightHand,ActivateFire_V2,,13:15:59.666270
LeftHand,EarthPrison_V1,ActivateEarthPrison_V1,13:16:08.337023
RightHand,ThrowGust_V2,,13:16:08.370188
RightHand,ThrowFire_V2,,13:16:08.370250
RightHand,ThrowEarthPrison_V2,,13:16:08.370260
RightHand,Shield_V2,,13:16:08.836757
RightHand,,ShootFire_V2,13:16:08.859116
LeftHand,EarthPrison_V1,ActivateEarthPrison_V1,13:16:09.088928
RightHand,ActivateActivationEarthPrison_V2,,13:16:09.123528
RightHand,ActivateFire_V2,,13:16:09.482270
LeftHand,EarthPrison_V1,ActivateEarthPrison_V1,13:16:10.012905
RightHand,ActivateFire_V2,,13:16:10.608404
LeftHand,Lightning_V1,,13:16:10.822691
LeftHand,ActivateGust_V2,,13:16:10.823816
RightHand,ActivateFire_V2,,13:16:10.884656
LeftHand,ThrowEarthPrison_V2,,13:16:11.991252
LeftHand,ThrowFire_V2,,13:16:11.991327
LeftHand,ThrowGust_V2,,13:16:11.991336
LeftHand,Shield_V2,,13:16:12.238629
LeftHand,,ShootGust_V2,13:16:12.491117
LeftHand,ActivateActivationEarthPrison_V2,,13:16:12.856990
LeftHand,ActivateGust_V2,,13:16:13.124910
LeftHand,Lightning_V1,,13:16:14.145663
RightHand,ThrowGust_V2,,13:16:14.322760
RightHand,ThrowFire_V2,,13:16:14.322823
RightHand,ThrowEarthPrison_V2,,13:16:14.322834
RightHand,Shield_V2,,13:16:14.411999
RightHand,,ShootFire_V2,13:16:14.823544
LeftHand,ThrowEarthPrison_V2,,13:16:20.088056
LeftHand,ThrowFire_V2,,13:16:20.088136
LeftHand,ThrowGust_V2,,13:16:20.088144
LeftHand,Shield_V2,,13:16:20.529027
LeftHand,ActivateActivationEarthPrison_V2,,13:16:20.788393
LeftHand,ThrowEarthPrison_V2,,13:16:21.320901
LeftHand,ThrowFire_V2,,13:16:21.321028
LeftHand,ThrowGust_V2,,13:16:21.321042
LeftHand,Shield_V2,,13:16:21.321114
LeftHand,ActivateActivationEarthPrison_V2,,13:16:22.043646
LeftHand,Lightning_V1,,13:16:22.940857
LeftHand,ActivateGust_V2,,13:16:23.008599
LeftHand,Lightning_V1,,13:16:23.675265
LeftHand,ActivateGust_V2,,13:16:23.677636
LeftHand,ThrowEarthPrison_V2,,13:16:24.419945
LeftHand,ThrowFire_V2,,13:16:24.420014
LeftHand,ThrowGust_V2,,13:16:24.420025
LeftHand,Shield_V2,,13:16:24.724258
LeftHand,,ShootGust_V2,13:16:24.930735
LeftHand,ActivateGust_V2,,13:16:26.155979
LeftHand,Lightning_V1,,13:16:26.188680
RightHand,ActivateFire_V2,,13:16:27.392061
RightHand,ThrowGust_V2,,13:16:32.771896
RightHand,ThrowFire_V2,,13:16:32.771963
RightHand,ThrowEarthPrison_V2,,13:16:32.771972
RightHand,,ShootFire_V2,13:16:33.294082
RightHand,Shield_V2,,13:16:33.489048
RightHand,ActivateFire_V2,,13:16:33.828061
RightHand,ActivateLightning_V2,,13:16:34.260265
RightHand,ActivateFire_V2,,13:16:34.682763
RightHand,ActivateFire_V2,,13:16:35.347536
RightHand,ActivateFire_V2,,13:16:36.211250
RightHand,ActivateFire_V2,,13:16:36.881069
LeftHand,ThrowEarthPrison_V2,,13:16:38.480722
LeftHand,ThrowFire_V2,,13:16:38.480790
LeftHand,ThrowGust_V2,,13:16:38.480800
RightHand,ActivateFire_V2,,13:16:39.036771
LeftHand,Lightning_V1,,13:16:39.432569
LeftHand,ActivateGust_V2,,13:16:39.433602
RightHand,ActivateFire_V2,,13:16:39.748681
RightHand,ThrowGust_V2,,13:16:39.869116
RightHand,ThrowFire_V2,,13:16:39.869178
RightHand,ThrowEarthPrison_V2,,13:16:39.869189
RightHand,ActivateFire_V2,,13:16:40.901547
LeftHand,ThrowEarthPrison_V2,,13:16:41.079494
LeftHand,ThrowFire_V2,,13:16:41.079564
LeftHand,ThrowGust_V2,,13:16:41.079574
LeftHand,ActivateFire_V2,,13:16:41.835439
LeftHand,ThrowEarthPrison_V2,,13:16:42.034745
LeftHand,ThrowFire_V2,,13:16:42.034820
LeftHand,ThrowGust_V2,,13:16:42.034830
RightHand,ActivateActivationEarthPrison_V2,,13:16:42.669373
LeftHand,ActivateActivationEarthPrison_V2,,13:16:43.101648
LeftHand,ActivateGust_V2,,13:16:44.157136
LeftHand,ActivateGust_V2,,13:16:44.979301
LeftHand,Lightning_V1,,13:16:45.000229
RightHand,Recover_V1,ActivateRecover_V1,13:16:48.188372
