CallerHand,GestureInput,ActionExecuted,Time
RightHand,Aim_V1,,12:53:54.759255
LeftHand,ThrowEarthPrison_V2,,12:53:55.708668
LeftHand,ThrowFire_V2,,12:53:55.708756
LeftHand,ThrowGust_V2,,12:53:55.708766
LeftHand,ThrowEarthPrison_V2,,12:53:57.638865
LeftHand,ThrowFire_V2,,12:53:57.638948
LeftHand,ThrowGust_V2,,12:53:57.638961
LeftHand,ThrowEarthPrison_V2,,12:54:05.154419
LeftHand,ThrowFire_V2,,12:54:05.154495
LeftHand,ThrowGust_V2,,12:54:05.154510
RightHand,Lightning_V1,,12:54:08.464961
RightHand,,ShootLightning_V1,12:54:08.475859
RightHand,Aim_V1,,12:54:09.203710
LeftHand,ThrowEarthPrison_V2,,12:54:09.959013
LeftHand,ThrowFire_V2,,12:54:09.959104
LeftHand,ThrowGust_V2,,12:54:09.959115
RightHand,Lightning_V1,,12:54:10.493190
RightHand,,ShootLightning_V1,12:54:10.504192
RightHand,Aim_V1,,12:54:11.115301
RightHand,Gust_V1,,12:54:12.184353
RightHand,,ShootGust_V1,12:54:12.213057
RightHand,Aim_V1,,12:54:12.553546
RightHand,Fire_V1,,12:54:14.737015
RightHand,,ShootFire_V1,12:54:14.839572
RightHand,Aim_V1,,12:54:16.507486
RightHand,Fire_V1,,12:54:17.420885
RightHand,,ShootFire_V1,12:54:17.531632
RightHand,Aim_V1,,12:54:19.215508
RightHand,Fire_V1,,12:54:20.048312
RightHand,,ShootFire_V1,12:54:20.163840
RightHand,Aim_V1,,12:54:21.573729
RightHand,Gust_V1,,12:54:22.680173
RightHand,,ShootGust_V1,12:54:22.821170
RightHand,Aim_V1,,12:54:23.123054
RightHand,Gust_V1,,12:54:24.242101
RightHand,,ShootGust_V1,12:54:24.264238
RightHand,,ShootGust_V1,12:54:24.536819
RightHand,Aim_V1,,12:54:25.301814
LeftHand,ThrowEarthPrison_V2,,12:54:25.368706
LeftHand,ThrowFire_V2,,12:54:25.368781
LeftHand,ThrowGust_V2,,12:54:25.368791
RightHand,Gust_V1,,12:54:27.383025
RightHand,,ShootGust_V1,12:54:27.493720
RightHand,Gust_V1,,12:54:27.883262
