CallerHand,GestureInput,ActionExecuted,Time
RightHand,Aim_V1,,13:55:08.147431
RightHand,Aim_V1,,13:55:08.900201
RightHand,ThrowGust_V2,,13:55:13.448485
RightHand,ThrowFire_V2,,13:55:13.448561
RightHand,ThrowEarthPrison_V2,,13:55:13.448572
RightHand,Aim_V1,,13:55:16.421701
LeftHand,ThrowEarthPrison_V2,,13:55:16.507038
LeftHand,ThrowFire_V2,,13:55:16.507115
LeftHand,ThrowGust_V2,,13:55:16.507125
RightHand,Aim_V1,,13:55:22.086226
RightHand,Aim_V1,,13:55:23.107779
RightHand,Aim_V1,,13:55:27.391295
RightHand,Aim_V1,,13:55:30.951542
LeftHand,ThrowEarthPrison_V2,,13:55:35.329849
LeftHand,ThrowFire_V2,,13:55:35.329924
LeftHand,ThrowGust_V2,,13:55:35.329934
RightHand,Aim_V1,,13:55:35.999833
LeftHand,ThrowEarthPrison_V2,,13:55:36.922428
LeftHand,ThrowFire_V2,,13:55:36.922501
LeftHand,ThrowGust_V2,,13:55:36.922512
RightHand,Aim_V1,,13:55:39.574468
LeftHand,ThrowEarthPrison_V2,,13:55:41.634767
LeftHand,ThrowFire_V2,,13:55:41.634837
LeftHand,ThrowGust_V2,,13:55:41.634846
RightHand,ThrowGust_V2,,13:55:41.790898
RightHand,ThrowFire_V2,,13:55:41.790960
RightHand,ThrowEarthPrison_V2,,13:55:41.790970
RightHand,Aim_V1,,13:55:42.180244
LeftHand,ThrowEarthPrison_V2,,13:55:43.940146
LeftHand,ThrowFire_V2,,13:55:43.940215
LeftHand,ThrowGust_V2,,13:55:43.940225
RightHand,Aim_V1,,13:55:46.681308
RightHand,Aim_V1,,13:55:48.666349
RightHand,Aim_V1,,13:55:50.551133
RightHand,Aim_V1,,13:55:52.266886
RightHand,Aim_V1,,13:55:55.173499
RightHand,Aim_V1,,13:55:58.330136
RightHand,Shield_V1,ActivateShield_V1,13:56:01.977086
RightHand,Aim_V1,,13:56:06.393339
RightHand,Lightning_V1,,13:56:06.608142
RightHand,Aim_V1,,13:56:06.795523
RightHand,Lightning_V1,,13:56:07.509047
RightHand,EarthPrison_V1,ActivateEarthPrison_V1,13:56:07.663766
RightHand,Shield_V1,ActivateShield_V1,13:56:09.612092
LeftHand,Shield_V1,ActivateShield_V1,13:56:10.328413
LeftHand,ActivateLightning_V2,,13:56:11.406505
RightHand,Shield_V1,ActivateShield_V1,13:56:11.575683
LeftHand,ThrowEarthPrison_V2,,13:56:11.962077
LeftHand,ThrowFire_V2,,13:56:11.962178
LeftHand,ThrowGust_V2,,13:56:11.962189
RightHand,Shield_V1,ActivateShield_V1,13:56:12.240687
RightHand,ActivateFire_V2,,13:56:13.289189
LeftHand,ThrowActivationEarthPrison_V2,,13:56:13.289256
LeftHand,ActivateFire_V2,,13:56:13.301348
RightHand,Aim_V1,,13:56:17.865762
RightHand,Aim_V1,,13:56:18.988644
LeftHand,ThrowEarthPrison_V2,,13:56:19.477795
LeftHand,ThrowFire_V2,,13:56:19.477873
LeftHand,ThrowGust_V2,,13:56:19.477884
RightHand,EarthPrison_V1,ActivateEarthPrison_V1,13:56:21.529633
RightHand,Shield_V1,ActivateShield_V1,13:56:22.108344
LeftHand,Shield_V1,ActivateShield_V1,13:56:23.362726
RightHand,Shield_V1,ActivateShield_V1,13:56:23.362978
RightHand,Shield_V1,ActivateShield_V1,13:56:26.788198
RightHand,Shield_V1,ActivateShield_V1,13:56:27.443691
LeftHand,ActivateLightning_V2,,13:56:29.320595
LeftHand,Recover_V2,,13:56:34.402458
LeftHand,Recover_V1,ActivateRecover_V1,13:56:34.402832
RightHand,ThrowGust_V2,,13:56:35.070694
RightHand,ThrowFire_V2,,13:56:35.070777
RightHand,ThrowEarthPrison_V2,,13:56:35.070787
RightHand,Shield_V1,ActivateShield_V1,13:56:37.194463
LeftHand,ThrowEarthPrison_V2,,13:56:39.179064
LeftHand,ThrowFire_V2,,13:56:39.179142
LeftHand,ThrowGust_V2,,13:56:39.179152
RightHand,Shield_V1,ActivateShield_V1,13:56:39.190007
RightHand,EarthPrison_V1,ActivateEarthPrison_V1,13:56:40.046640
RightHand,Shield_V1,ActivateShield_V1,13:56:40.850028
RightHand,Shield_V1,ActivateShield_V1,13:56:42.709251
LeftHand,ThrowEarthPrison_V2,,13:56:45.300864
LeftHand,ThrowFire_V2,,13:56:45.300945
LeftHand,ThrowGust_V2,,13:56:45.300958
RightHand,Shield_V1,ActivateShield_V1,13:56:45.402062
RightHand,EarthPrison_V1,ActivateEarthPrison_V1,13:56:49.945062
LeftHand,Shield_V1,ActivateShield_V1,13:56:51.590453
RightHand,Shield_V1,ActivateShield_V1,13:56:51.791941
LeftHand,ThrowEarthPrison_V2,,13:56:53.031881
LeftHand,ThrowFire_V2,,13:56:53.031976
LeftHand,ThrowGust_V2,,13:56:53.031986
RightHand,ThrowEarthPrison_V2,,13:56:54.981842
RightHand,Aim_V1,,13:56:56.195788
LeftHand,Shield_V1,ActivateShield_V1,13:56:56.333556
LeftHand,Recover_V2,,13:56:57.095809
LeftHand,Recover_V1,ActivateRecover_V1,13:56:57.096202
RightHand,EarthPrison_V1,ActivateEarthPrison_V1,13:56:57.328743
RightHand,Shield_V1,ActivateShield_V1,13:56:57.602561
