CallerHand,GestureInput,ActionExecuted,Time
RightHand,Aim_V1,,12:40:31.224997
RightHand,Lightning_V1,,12:40:35.159531
RightHand,,ShootLightning_V1,12:40:35.277989
RightHand,Aim_V1,,12:40:36.236891
RightHand,Aim_V1,,12:40:38.248617
RightHand,Lightning_V1,,12:40:45.081745
RightHand,,ShootLightning_V1,12:40:45.096141
RightHand,Lightning_V1,,12:40:46.166419
RightHand,Aim_V1,,12:40:46.826928
RightHand,Aim_V1,,12:40:49.680187
RightHand,Lightning_V1,,12:40:52.526828
RightHand,,ShootLightning_V1,12:40:52.635615
RightHand,Shield_V2,,12:40:56.488204
RightHand,ThrowGust_V2,,12:40:56.488247
RightHand,ThrowFire_V2,,12:40:56.488313
RightHand,ThrowEarthPrison_V2,,12:40:56.488325
RightHand,Aim_V1,,12:40:57.143587
RightHand,Lightning_V1,,12:40:57.292067
RightHand,,ShootLightning_V1,12:40:57.401506
LeftHand,ThrowEarthPrison_V2,,12:41:00.085942
LeftHand,ThrowFire_V2,,12:41:00.086009
LeftHand,ThrowGust_V2,,12:41:00.086019
RightHand,Aim_V1,,12:41:00.438329
RightHand,Aim_V1,,12:41:02.038079
RightHand,Aim_V1,,12:41:03.171004
RightHand,Aim_V1,,12:41:04.702853
RightHand,Aim_V1,,12:41:07.180392
RightHand,Lightning_V1,,12:41:12.738992
RightHand,,ShootLightning_V1,12:41:12.863422
RightHand,Aim_V1,,12:41:12.992783
LeftHand,ThrowEarthPrison_V2,,12:41:13.983923
LeftHand,ThrowFire_V2,,12:41:13.983990
LeftHand,ThrowGust_V2,,12:41:13.984002
RightHand,Lightning_V1,,12:41:14.691964
RightHand,,ShootLightning_V1,12:41:14.791961
RightHand,Aim_V1,,12:41:15.199739
RightHand,Lightning_V1,,12:41:16.494097
RightHand,,ShootLightning_V1,12:41:16.511976
RightHand,Lightning_V1,,12:41:17.665257
RightHand,Aim_V1,,12:41:18.720142
RightHand,Lightning_V1,,12:41:19.952479
RightHand,,ShootLightning_V1,12:41:20.086951
RightHand,Aim_V1,,12:41:20.280796
