CallerHand,GestureInput,ActionExecuted,Time
RightHand,Fire_V1,,14:25:59.300252
RightHand,AimLightning_V2,,14:25:59.301337
RightHand,ActivateFire_V2,,14:25:59.575712
RightHand,Aim_V1,,14:26:00.799566
RightHand,Lightning_V1,,14:26:05.307562
RightHand,,ShootLightning_V1,14:26:05.408816
RightHand,Aim_V1,,14:26:06.744761
RightHand,Aim_V1,,14:26:08.981394
LeftHand,ThrowEarthPrison_V2,,14:26:09.572197
LeftHand,ThrowFire_V2,,14:26:09.572288
LeftHand,ThrowGust_V2,,14:26:09.572298
RightHand,ThrowGust_V2,,14:26:09.614657
RightHand,ThrowFire_V2,,14:26:09.614725
RightHand,ThrowEarthPrison_V2,,14:26:09.614736
RightHand,ThrowGust_V2,,14:26:11.785399
RightHand,ThrowFire_V2,,14:26:11.785464
RightHand,ThrowEarthPrison_V2,,14:26:11.785474
RightHand,ActivateFire_V2,,14:26:12.576655
RightHand,ActivateFire_V2,,14:26:12.852180
RightHand,ActivateFire_V2,,14:26:14.093697
RightHand,ActivateFire_V2,,14:26:14.449130
RightHand,ActivateFire_V2,,14:26:16.348203
RightHand,ThrowGust_V2,,14:26:18.497190
RightHand,ThrowFire_V2,,14:26:18.497268
RightHand,ThrowEarthPrison_V2,,14:26:18.497277
RightHand,,ShootFire_V2,14:26:19.039779
RightHand,ActivateFire_V2,,14:26:19.293042
RightHand,ThrowGust_V2,,14:26:19.930374
RightHand,ThrowFire_V2,,14:26:19.930440
RightHand,ThrowEarthPrison_V2,,14:26:19.930449
RightHand,,ShootFire_V2,14:26:20.432859
RightHand,ActivateFire_V2,,14:26:20.595437
RightHand,ThrowGust_V2,,14:26:21.911857
RightHand,ThrowFire_V2,,14:26:21.911928
RightHand,ThrowEarthPrison_V2,,14:26:21.911938
RightHand,,ShootFire_V2,14:26:22.433425
RightHand,ActivateFire_V2,,14:26:22.598442
RightHand,ThrowGust_V2,,14:26:23.357964
RightHand,ThrowFire_V2,,14:26:23.358030
RightHand,ThrowEarthPrison_V2,,14:26:23.358040
RightHand,,ShootFire_V2,14:26:23.888153
RightHand,ThrowGust_V2,,14:26:24.519076
RightHand,ThrowFire_V2,,14:26:24.519165
RightHand,ThrowEarthPrison_V2,,14:26:24.519180
RightHand,ActivateFire_V2,,14:26:25.156235
RightHand,ThrowGust_V2,,14:26:25.854642
RightHand,ThrowFire_V2,,14:26:25.854702
RightHand,ThrowEarthPrison_V2,,14:26:25.854712
RightHand,ActivateFire_V2,,14:26:26.553580
LeftHand,Recover_V2,,14:26:29.014146
LeftHand,Recover_V1,ActivateRecover_V1,14:26:29.014554
RightHand,Recover_V1,ActivateRecover_V1,14:26:29.248503
RightHand,Recover_V2,,14:26:29.248570
Both,,ActivateRecover_V2,14:26:29.248656
LeftHand,Recover_V2,,14:26:30.038754
Both,,ActivateRecover_V2,14:26:30.039152
LeftHand,Recover_V1,ActivateRecover_V1,14:26:30.039286
LeftHand,Recover_V2,,14:26:35.773085
Both,,ActivateRecover_V2,14:26:35.773405
LeftHand,Recover_V1,ActivateRecover_V1,14:26:35.773534
LeftHand,Recover_V2,,14:26:37.606036
Both,,ActivateRecover_V2,14:26:37.606336
LeftHand,Recover_V1,ActivateRecover_V1,14:26:37.606464
RightHand,Recover_V1,ActivateRecover_V1,14:26:41.904676
RightHand,Recover_V2,,14:26:41.904726
LeftHand,Recover_V2,,14:26:42.225028
Both,,ActivateRecover_V2,14:26:42.225319
LeftHand,Recover_V1,ActivateRecover_V1,14:26:42.225442
LeftHand,Recover_V2,,14:26:47.912724
LeftHand,Recover_V1,ActivateRecover_V1,14:26:47.913065
LeftHand,Recover_V2,,14:26:48.490407
LeftHand,Recover_V1,ActivateRecover_V1,14:26:48.490844
RightHand,ThrowGust_V2,,14:26:54.888943
RightHand,ThrowFire_V2,,14:26:54.889014
RightHand,ThrowEarthPrison_V2,,14:26:54.889023
RightHand,ThrowGust_V2,,14:26:57.117703
RightHand,ThrowFire_V2,,14:26:57.117767
RightHand,ThrowEarthPrison_V2,,14:26:57.117778
RightHand,ActivateActivationEarthPrison_V2,,14:27:01.870563
RightHand,ActivateFire_V2,,14:27:03.014919
RightHand,ActivateActivationEarthPrison_V2,,14:27:04.790442
RightHand,ActivateFire_V2,,14:27:06.010281
RightHand,ActivateFire_V2,,14:27:06.439490
RightHand,ThrowGust_V2,,14:27:07.829273
RightHand,ThrowFire_V2,,14:27:07.829339
RightHand,ThrowEarthPrison_V2,,14:27:07.829350
RightHand,,ShootFire_V2,14:27:08.333346
RightHand,ActivateFire_V2,,14:27:08.761928
RightHand,ThrowGust_V2,,14:27:09.626742
RightHand,ThrowFire_V2,,14:27:09.626800
RightHand,ThrowEarthPrison_V2,,14:27:09.626809
RightHand,,ShootFire_V2,14:27:10.128911
