CallerHand,GestureInput,ActionExecuted,Time
LeftHand,ThrowEarthPrison_V2,,12:49:13.204799
LeftHand,ThrowFire_V2,,12:49:13.204885
LeftHand,ThrowGust_V2,,12:49:13.204897
RightHand,Aim_V1,,12:49:13.337367
RightHand,Lightning_V1,,12:49:16.006943
RightHand,,ShootLightning_V1,12:49:16.116225
RightHand,Aim_V1,,12:49:16.915617
RightHand,,ShootLightning_V1,12:49:17.033255
RightHand,,ShootLightning_V1,12:49:17.191865
RightHand,Lightning_V1,,12:49:18.450300
RightHand,,ShootLightning_V1,12:49:18.461992
RightHand,Aim_V1,,12:49:19.161845
RightHand,,ShootLightning_V1,12:49:19.276111
RightHand,,ShootLightning_V1,12:49:19.431514
RightHand,,ShootLightning_V1,12:49:19.598063
RightHand,,ShootLightning_V1,12:49:19.775923
RightHand,,ShootLightning_V1,12:49:19.953711
RightHand,,ShootLightning_V1,12:49:20.127671
RightHand,,ShootLightning_V1,12:49:20.281466
RightHand,,ShootLightning_V1,12:49:20.474306
RightHand,,ShootLightning_V1,12:49:20.653562
RightHand,,ShootLightning_V1,12:49:20.820245
RightHand,,ShootLightning_V1,12:49:20.998089
RightHand,,ShootLightning_V1,12:49:21.154996
RightHand,,ShootLightning_V1,12:49:21.343726
RightHand,,ShootLightning_V1,12:49:21.551714
RightHand,,ShootLightning_V1,12:49:21.741815
RightHand,Lightning_V1,,12:49:26.217860
RightHand,,ShootLightning_V1,12:49:26.240531
RightHand,,ShootLightning_V1,12:49:26.449064
RightHand,,ShootLightning_V1,12:49:26.640827
RightHand,,ShootLightning_V1,12:49:26.852472
RightHand,,ShootLightning_V1,12:49:27.055438
RightHand,,ShootLightning_V1,12:49:27.256463
RightHand,,ShootLightning_V1,12:49:27.474217
RightHand,,ShootLightning_V1,12:49:27.686610
RightHand,,ShootLightning_V1,12:49:27.943261
RightHand,Lightning_V1,,12:49:29.328585
RightHand,,ShootLightning_V1,12:49:29.350751
RightHand,,ShootLightning_V1,12:49:29.568948
RightHand,,ShootLightning_V1,12:49:29.794279
RightHand,,ShootLightning_V1,12:49:30.029013
RightHand,,ShootLightning_V1,12:49:30.205768
RightHand,,ShootLightning_V1,12:49:30.383623
RightHand,,ShootLightning_V1,12:49:30.560953
RightHand,,ShootLightning_V1,12:49:30.738558
RightHand,,ShootLightning_V1,12:49:30.916416
RightHand,,ShootLightning_V1,12:49:31.094003
RightHand,,ShootLightning_V1,12:49:31.267550
RightHand,,ShootLightning_V1,12:49:31.439349
RightHand,,ShootLightning_V1,12:49:31.616309
RightHand,,ShootLightning_V1,12:49:31.794067
RightHand,,ShootLightning_V1,12:49:31.971638
RightHand,,ShootLightning_V1,12:49:32.159742
RightHand,,ShootLightning_V1,12:49:32.403083
RightHand,,ShootLightning_V1,12:49:32.595287
RightHand,,ShootLightning_V1,12:49:32.792240
RightHand,,ShootLightning_V1,12:49:33.025373
RightHand,,ShootLightning_V1,12:49:33.260233
RightHand,,ShootLightning_V1,12:49:33.493067
RightHand,Lightning_V1,,12:49:34.536806
RightHand,,ShootLightning_V1,12:49:34.559258
RightHand,Aim_V1,,12:49:34.745875
