CallerHand,GestureInput,ActionExecuted,Time
RightHand,Aim_V1,,16:54:36.486918
RightHand,Lightning_V1,,16:54:38.029863
RightHand,,ShootLightning_V1,16:54:38.041842
RightHand,Aim_V1,,16:54:38.754608
RightHand,Lightning_V1,,16:54:38.901033
RightHand,,ShootLightning_V1,16:54:38.913823
RightHand,Aim_V1,,16:54:40.250354
RightHand,Lightning_V1,,16:54:40.904377
RightHand,,ShootLightning_V1,16:54:40.915903
RightHand,,ShootLightning_V1,16:54:41.079934
RightHand,Aim_V1,,16:54:41.858770
RightHand,,ShootLightning_V1,16:54:41.968060
RightHand,,ShootLightning_V1,16:54:42.108177
RightHand,,ShootLightning_V1,16:54:42.282587
RightHand,,ShootLightning_V1,16:54:42.460815
RightHand,,ShootLightning_V1,16:54:42.627828
RightHand,,ShootLightning_V1,16:54:42.806369
RightHand,,ShootLightning_V1,16:54:42.980578
RightHand,,ShootLightning_V1,16:54:43.162419
RightHand,,ShootLightning_V1,16:54:43.341346
RightHand,,ShootLightning_V1,16:54:43.518858
RightHand,,ShootLightning_V1,16:54:43.708401
RightHand,Aim_V1,,16:54:48.315044
RightHand,Lightning_V1,,16:54:49.270238
RightHand,,ShootLightning_V1,16:54:49.287932
RightHand,,ShootLightning_V1,16:54:49.444492
RightHand,Aim_V1,,16:54:49.689223
RightHand,,ShootLightning_V1,16:54:49.822851
LeftHand,Recover_V1,ActivateRecover_V1,16:54:49.912350
RightHand,,ShootLightning_V1,16:54:50.000799
RightHand,,ShootLightning_V1,16:54:50.224030
RightHand,,ShootLightning_V1,16:54:50.401973
RightHand,,ShootLightning_V1,16:54:50.600732
RightHand,,ShootLightning_V1,16:54:50.780655
RightHand,,ShootLightning_V1,16:54:51.002031
RightHand,,ShootLightning_V1,16:54:51.181727
RightHand,,ShootLightning_V1,16:54:51.359899
RightHand,ActivateFire_V2,,16:54:51.761288
RightHand,Aim_V1,,16:54:55.758841
RightHand,Fire_V1,,16:54:56.468391
RightHand,AimLightning_V2,,16:54:56.469693
RightHand,,ShootFire_V1,16:54:56.566348
RightHand,AimLightning_V2,,16:54:57.241003
RightHand,Aim_V1,,16:54:57.479754
RightHand,Fire_V1,,16:54:57.756318
RightHand,,ShootFire_V1,16:54:57.867484
RightHand,Fire_V1,,16:54:58.118433
RightHand,AimLightning_V2,,16:54:58.119504
RightHand,Fire_V1,,16:54:58.466570
RightHand,Fire_V1,,16:54:59.002022
RightHand,Aim_V1,,16:54:59.274748
RightHand,Aim_V1,,16:55:00.817584
RightHand,Aim_V1,,16:55:02.198236
RightHand,Fire_V1,,16:55:03.528480
RightHand,,ShootFire_V1,16:55:03.644586
RightHand,Fire_V1,,16:55:04.440943
RightHand,Aim_V1,,16:55:04.705050
RightHand,Fire_V1,,16:55:05.610110
RightHand,,ShootFire_V1,16:55:05.709913
RightHand,Aim_V1,,16:55:05.838851
RightHand,Aim_V1,,16:55:06.293166
LeftHand,ThrowEarthPrison_V2,,16:55:06.918983
LeftHand,ThrowFire_V2,,16:55:06.919062
LeftHand,ThrowGust_V2,,16:55:06.919073
RightHand,ActivateFire_V2,,16:55:08.802338
RightHand,ActivateFire_V2,,16:55:12.749991
RightHand,ActivateThrowEarthPrison_V2,,16:55:14.679560
RightHand,ActivateThrowEarthPrison_V2,,16:55:16.136319
RightHand,ThrowGust_V2,,16:55:17.562099
RightHand,ThrowFire_V2,,16:55:17.562179
RightHand,ThrowEarthPrison_V2,,16:55:17.562189
RightHand,,ShootEarthPrison_V2,16:55:18.062871
RightHand,ActivateThrowEarthPrison_V2,,16:55:18.129502
RightHand,ActivateFire_V2,,16:55:19.534135
RightHand,ActivateActivationEarthPrison_V2,,16:55:20.143411
RightHand,ActivateActivationEarthPrison_V2,,16:55:21.167926
RightHand,Aim_V1,,16:55:24.556484
RightHand,Lightning_V1,,16:55:25.511523
RightHand,,ShootLightning_V1,16:55:25.526589
RightHand,,ShootLightning_V1,16:55:25.675775
RightHand,Aim_V1,,16:55:26.874802
RightHand,Lightning_V1,,16:55:27.625070
RightHand,,ShootLightning_V1,16:55:27.647063
RightHand,,ShootLightning_V1,16:55:27.847203
RightHand,,ShootLightning_V1,16:55:28.157235
RightHand,Aim_V1,,16:55:29.339879
RightHand,ThrowGust_V2,,16:55:29.607271
RightHand,ThrowFire_V2,,16:55:29.607328
