CallerHand,GestureInput,ActionExecuted,Time
RightHand,Aim_V1,,14:15:14.195753
LeftHand,ThrowEarthPrison_V2,,14:15:15.438656
LeftHand,ThrowFire_V2,,14:15:15.438718
LeftHand,ThrowGust_V2,,14:15:15.438729
RightHand,Aim_V1,,14:15:16.616553
RightHand,ActivateFire_V2,,14:15:17.640185
RightHand,Aim_V1,,14:15:19.411798
RightHand,Lightning_V1,,14:15:20.302227
RightHand,,ShootLightning_V1,14:15:20.324422
RightHand,Aim_V1,,14:15:20.657786
RightHand,Lightning_V1,,14:15:20.957520
RightHand,Aim_V1,,14:15:22.301449
RightHand,Aim_V1,,14:15:24.289428
LeftHand,ThrowEarthPrison_V2,,14:15:24.678859
LeftHand,ThrowFire_V2,,14:15:24.678933
LeftHand,ThrowGust_V2,,14:15:24.678944
RightHand,ActivateFire_V2,,14:15:26.993798
RightHand,ActivateFire_V2,,14:15:28.791714
RightHand,ThrowGust_V2,,14:15:28.902860
RightHand,ThrowFire_V2,,14:15:28.902918
RightHand,ThrowEarthPrison_V2,,14:15:28.902929
RightHand,,ShootFire_V2,14:15:29.414525
RightHand,ActivateFire_V2,,14:15:30.446345
RightHand,ThrowGust_V2,,14:15:31.089376
RightHand,ThrowFire_V2,,14:15:31.089442
RightHand,ThrowEarthPrison_V2,,14:15:31.089452
RightHand,,ShootFire_V2,14:15:31.593530
RightHand,ActivateFire_V2,,14:15:32.287316
RightHand,ThrowGust_V2,,14:15:32.798278
RightHand,ThrowFire_V2,,14:15:32.798338
RightHand,ThrowEarthPrison_V2,,14:15:32.798347
RightHand,,ShootFire_V2,14:15:33.319467
RightHand,ActivateFire_V2,,14:15:34.122361
RightHand,ThrowGust_V2,,14:15:34.607107
RightHand,ThrowFire_V2,,14:15:34.607168
RightHand,ThrowEarthPrison_V2,,14:15:34.607179
RightHand,,ShootFire_V2,14:15:35.116342
RightHand,Recover_V1,ActivateRecover_V1,14:15:36.019997
RightHand,Recover_V2,,14:15:36.031022
LeftHand,ThrowEarthPrison_V2,,14:15:38.253208
LeftHand,ThrowFire_V2,,14:15:38.253294
LeftHand,ThrowGust_V2,,14:15:38.253306
RightHand,ActivateFire_V2,,14:15:41.361239
RightHand,ThrowGust_V2,,14:15:42.382873
RightHand,ThrowFire_V2,,14:15:42.382949
RightHand,ThrowEarthPrison_V2,,14:15:42.382959
RightHand,,ShootFire_V2,14:15:42.904985
LeftHand,ActivateFire_V2,,14:15:43.438063
RightHand,ActivateFire_V2,,14:15:43.505124
RightHand,ThrowGust_V2,,14:15:44.170721
RightHand,ThrowFire_V2,,14:15:44.170781
RightHand,ThrowEarthPrison_V2,,14:15:44.170792
