CallerHand,GestureInput,ActionExecuted,Time
RightHand,Aim_V1,,13:50:46.644268
LeftHand,Shield_V1,ActivateShield_V1,13:50:51.682896
RightHand,Aim_V1,,13:50:56.683009
LeftHand,ThrowEarthPrison_V2,,13:51:01.168331
LeftHand,ThrowFire_V2,,13:51:01.168467
LeftHand,ThrowGust_V2,,13:51:01.168492
LeftHand,Shield_V1,ActivateShield_V1,13:51:02.805345
LeftHand,ThrowEarthPrison_V2,,13:51:05.976040
LeftHand,ThrowFire_V2,,13:51:05.976117
LeftHand,ThrowGust_V2,,13:51:05.976139
LeftHand,ThrowEarthPrison_V2,,13:51:08.392514
LeftHand,ThrowFire_V2,,13:51:08.392590
LeftHand,ThrowGust_V2,,13:51:08.392600
RightHand,Aim_V1,,13:51:13.343655
RightHand,Aim_V1,,13:51:20.713659
RightHand,ThrowGust_V2,,13:51:23.602990
RightHand,ThrowFire_V2,,13:51:23.603049
RightHand,ThrowEarthPrison_V2,,13:51:23.603064
RightHand,Aim_V1,,13:51:27.725261
RightHand,Aim_V1,,13:51:33.605880
LeftHand,ActivateFire_V2,,13:51:34.248718
LeftHand,ActivateActivationEarthPrison_V2,,13:51:34.389894
LeftHand,Recover_V1,ActivateRecover_V1,13:51:34.553153
LeftHand,Recover_V1,ActivateRecover_V1,13:51:38.388031
LeftHand,ThrowEarthPrison_V2,,13:51:42.540288
LeftHand,ThrowFire_V2,,13:51:42.540367
LeftHand,ThrowGust_V2,,13:51:42.540379
RightHand,ThrowGust_V2,,13:51:47.426329
RightHand,ThrowFire_V2,,13:51:47.426381
RightHand,ThrowEarthPrison_V2,,13:51:47.426392
LeftHand,ThrowEarthPrison_V2,,13:51:55.186622
LeftHand,ThrowFire_V2,,13:51:55.186692
LeftHand,ThrowGust_V2,,13:51:55.186701
RightHand,Shield_V1,ActivateShield_V1,13:51:56.049518
LeftHand,ThrowEarthPrison_V2,,13:51:57.586521
LeftHand,ThrowFire_V2,,13:51:57.586595
LeftHand,ThrowGust_V2,,13:51:57.586604
RightHand,Aim_V1,,13:51:59.211677
RightHand,Aim_V1,,13:52:02.286422
LeftHand,ThrowEarthPrison_V2,,13:52:03.079864
LeftHand,ThrowFire_V2,,13:52:03.079933
LeftHand,ThrowGust_V2,,13:52:03.079944
RightHand,Aim_V1,,13:52:05.088552
LeftHand,ThrowEarthPrison_V2,,13:52:06.301810
LeftHand,ThrowFire_V2,,13:52:06.301870
LeftHand,ThrowGust_V2,,13:52:06.301881
RightHand,Fire_V1,,13:52:06.602069
RightHand,,ShootFire_V1,13:52:06.703717
RightHand,Aim_V1,,13:52:06.963233
LeftHand,ThrowEarthPrison_V2,,13:52:11.723256
LeftHand,ThrowFire_V2,,13:52:11.723355
LeftHand,ThrowGust_V2,,13:52:11.723368
LeftHand,EarthPrison_V1,ActivateEarthPrison_V1,13:52:12.819406
RightHand,Aim_V1,,13:52:14.319483
RightHand,Aim_V1,,13:52:16.106875
LeftHand,ThrowEarthPrison_V2,,13:52:16.888698
LeftHand,ThrowFire_V2,,13:52:16.888767
LeftHand,ThrowGust_V2,,13:52:16.888775
LeftHand,EarthPrison_V1,ActivateEarthPrison_V1,13:52:21.704031
RightHand,Aim_V1,,13:52:22.995843
RightHand,ThrowGust_V2,,13:52:25.483422
RightHand,ThrowFire_V2,,13:52:25.483483
RightHand,ThrowEarthPrison_V2,,13:52:25.483492
RightHand,Aim_V1,,13:52:26.114073
RightHand,Aim_V1,,13:52:27.815948
LeftHand,EarthPrison_V1,ActivateEarthPrison_V1,13:52:29.492232
RightHand,Aim_V1,,13:52:29.746661
LeftHand,EarthPrison_V1,ActivateEarthPrison_V1,13:52:35.814124
RightHand,Aim_V1,,13:52:35.847828
RightHand,Aim_V1,,13:52:37.695714
RightHand,Aim_V1,,13:52:38.989843
LeftHand,Shield_V1,ActivateShield_V1,13:52:39.978945
RightHand,ThrowGust_V2,,13:52:49.255474
RightHand,ThrowFire_V2,,13:52:49.255534
RightHand,ThrowEarthPrison_V2,,13:52:49.255626
RightHand,Aim_V1,,13:52:51.608464
LeftHand,ThrowEarthPrison_V2,,13:52:54.155260
LeftHand,ThrowFire_V2,,13:52:54.155339
LeftHand,ThrowGust_V2,,13:52:54.155349
RightHand,Aim_V1,,13:52:54.976746
RightHand,Lightning_V1,,13:52:56.018132
RightHand,,ShootLightning_V1,13:52:56.028727
RightHand,Aim_V1,,13:52:56.248636
RightHand,Lightning_V1,,13:52:57.110945
RightHand,,ShootLightning_V1,13:52:57.122561
RightHand,Aim_V1,,13:52:58.323268
RightHand,Gust_V1,,13:52:59.289129
RightHand,Lightning_V1,,13:52:59.311865
RightHand,,ShootGust_V1,13:52:59.333992
RightHand,,ShootLightning_V1,13:52:59.334242
RightHand,Gust_V1,,13:53:01.137687
RightHand,,ShootGust_V1,13:53:01.204871
RightHand,Aim_V1,,13:53:01.355447
LeftHand,ThrowEarthPrison_V2,,13:53:01.691169
LeftHand,ThrowFire_V2,,13:53:01.691254
LeftHand,ThrowGust_V2,,13:53:01.691265
RightHand,Gust_V1,,13:53:03.676978
RightHand,,ShootGust_V1,13:53:03.721651
RightHand,Aim_V1,,13:53:03.935508
RightHand,Aim_V1,,13:53:06.264814
RightHand,Lightning_V1,,13:53:07.032808
RightHand,,ShootLightning_V1,13:53:07.136646
RightHand,Aim_V1,,13:53:07.196385
RightHand,Aim_V1,,13:53:08.762328
LeftHand,Shield_V1,ActivateShield_V1,13:53:09.234377
RightHand,ThrowGust_V2,,13:53:09.533516
RightHand,ThrowFire_V2,,13:53:09.533581
RightHand,ThrowEarthPrison_V2,,13:53:09.533591
RightHand,Aim_V1,,13:53:10.355302
LeftHand,ThrowEarthPrison_V2,,13:53:10.503729
LeftHand,ThrowFire_V2,,13:53:10.503810
LeftHand,ThrowGust_V2,,13:53:10.503823
RightHand,ThrowGust_V2,,13:53:10.567679
RightHand,ThrowFire_V2,,13:53:10.567772
RightHand,ThrowEarthPrison_V2,,13:53:10.567787
RightHand,Lightning_V1,,13:53:12.189870
RightHand,,ShootLightning_V1,13:53:12.204352
RightHand,Aim_V1,,13:53:12.435763
RightHand,Lightning_V1,,13:53:13.755447
RightHand,,ShootLightning_V1,13:53:13.878047
RightHand,Aim_V1,,13:53:13.989336
LeftHand,Recover_V2,,13:53:15.258890
LeftHand,Recover_V1,ActivateRecover_V1,13:53:15.259294
RightHand,Aim_V1,,13:53:16.489706
RightHand,Aim_V1,,13:53:17.095558
LeftHand,Recover_V2,,13:53:17.963754
LeftHand,Recover_V1,ActivateRecover_V1,13:53:17.964113
LeftHand,Recover_V1,ActivateRecover_V1,13:53:18.898989
LeftHand,Recover_V2,,13:53:18.933108
LeftHand,Recover_V2,,13:53:23.847430
LeftHand,Recover_V1,ActivateRecover_V1,13:53:23.847795
RightHand,Shield_V1,ActivateShield_V1,13:53:26.265151
RightHand,Aim_V1,,13:53:32.787356
RightHand,Aim_V1,,13:53:34.966378
RightHand,ThrowGust_V2,,13:53:36.737033
RightHand,ThrowFire_V2,,13:53:36.737107
RightHand,ThrowEarthPrison_V2,,13:53:36.737120
RightHand,Aim_V1,,13:53:37.255529
RightHand,Lightning_V1,,13:53:38.182776
RightHand,,ShootLightning_V1,13:53:38.193428
RightHand,Aim_V1,,13:53:38.427024
RightHand,ThrowGust_V2,,13:53:40.089676
RightHand,ThrowFire_V2,,13:53:40.089754
RightHand,ThrowEarthPrison_V2,,13:53:40.089764
RightHand,Aim_V1,,13:53:40.967324
LeftHand,ActivateActivationEarthPrison_V2,,13:53:41.187719
RightHand,ThrowGust_V2,,13:53:41.208879
RightHand,ThrowFire_V2,,13:53:41.208963
RightHand,ThrowEarthPrison_V2,,13:53:41.208977
RightHand,Aim_V1,,13:53:42.089720
RightHand,Lightning_V1,,13:53:42.935987
RightHand,,ShootLightning_V1,13:53:42.951799
RightHand,Aim_V1,,13:53:43.120001
RightHand,Aim_V1,,13:53:46.218060
RightHand,Aim_V1,,13:53:48.730069
RightHand,Aim_V1,,13:53:51.630047
RightHand,Aim_V1,,13:53:52.745421
RightHand,Lightning_V1,,13:53:54.397860
RightHand,,ShootLightning_V1,13:53:54.408250
RightHand,Aim_V1,,13:53:55.310777
RightHand,Lightning_V1,,13:53:55.588773
RightHand,,ShootLightning_V1,13:53:55.605966
RightHand,Aim_V1,,13:53:55.985082
RightHand,Aim_V1,,13:53:58.924259
RightHand,EarthPrison_V1,ActivateEarthPrison_V1,13:54:04.321516
RightHand,Shield_V1,ActivateShield_V1,13:54:05.072341
RightHand,Shield_V1,ActivateShield_V1,13:54:05.557954
RightHand,Aim_V1,,13:54:11.786740
LeftHand,ActivateFire_V2,,13:54:12.872589
RightHand,Aim_V1,,13:54:13.793327
RightHand,Aim_V1,,13:54:14.156016
RightHand,Lightning_V1,,13:54:14.223422
RightHand,Aim_V1,,13:54:14.426100
RightHand,Aim_V1,,13:54:14.706493
RightHand,Lightning_V1,,13:54:14.855564
RightHand,Lightning_V1,,13:54:15.109573
RightHand,,ShootLightning_V1,13:54:15.220945
RightHand,Aim_V1,,13:54:15.342642
RightHand,ThrowGust_V2,,13:54:16.327243
RightHand,ThrowFire_V2,,13:54:16.327304
RightHand,ThrowEarthPrison_V2,,13:54:16.327314
RightHand,EarthPrison_V1,ActivateEarthPrison_V1,13:54:18.934784
LeftHand,Shield_V1,ActivateShield_V1,13:54:19.065243
RightHand,ThrowGust_V2,,13:54:24.204810
RightHand,ThrowFire_V2,,13:54:24.204877
RightHand,ThrowEarthPrison_V2,,13:54:24.204886
RightHand,Aim_V1,,13:54:24.404703
RightHand,Lightning_V1,,13:54:24.515881
RightHand,ThrowGust_V2,,13:54:24.713947
RightHand,ThrowFire_V2,,13:54:24.714007
RightHand,ThrowEarthPrison_V2,,13:54:24.714017
RightHand,Lightning_V1,,13:54:24.816163
