CallerHand,GestureInput,ActionExecuted,Time
RightHand,Lightning_V1,,15:00:59.926576
RightHand,Lightning_V1,,15:01:00.571173
LeftHand,ThrowEarthPrison_V2,,15:01:01.674276
LeftHand,ThrowFire_V2,,15:01:01.674358
LeftHand,ThrowGust_V2,,15:01:01.674369
RightHand,Aim_V1,,15:01:01.757077
RightHand,Lightning_V1,,15:01:05.196134
RightHand,,ShootLightning_V1,15:01:05.211376
RightHand,,ShootLightning_V1,15:01:05.373591
RightHand,Aim_V1,,15:01:05.785388
LeftHand,ThrowEarthPrison_V2,,15:01:11.103104
LeftHand,ThrowFire_V2,,15:01:11.103174
LeftHand,ThrowGust_V2,,15:01:11.103184
LeftHand,ThrowEarthPrison_V2,,15:01:17.527240
LeftHand,ThrowFire_V2,,15:01:17.527311
LeftHand,ThrowGust_V2,,15:01:17.527324
RightHand,Aim_V1,,15:01:21.214384
RightHand,Aim_V1,,15:01:25.142999
RightHand,Fire_V1,,15:01:26.257153
RightHand,,ShootFire_V1,15:01:26.374734
RightHand,Aim_V1,,15:01:26.880726
RightHand,Aim_V1,,15:01:27.953086
RightHand,Aim_V1,,15:01:28.339770
RightHand,Aim_V1,,15:01:29.024069
RightHand,Lightning_V1,,15:01:30.956623
RightHand,,ShootLightning_V1,15:01:31.075433
RightHand,Aim_V1,,15:01:31.280252
RightHand,Lightning_V1,,15:01:32.878550
RightHand,,ShootLightning_V1,15:01:32.889517
RightHand,Lightning_V1,,15:01:34.014689
RightHand,Lightning_V1,,15:01:34.414808
RightHand,Lightning_V1,,15:01:34.623540
RightHand,Lightning_V1,,15:01:34.817629
RightHand,Lightning_V1,,15:01:35.046968
RightHand,Lightning_V1,,15:01:36.169544
RightHand,Lightning_V1,,15:01:36.704188
RightHand,Aim_V1,,15:01:37.108581
RightHand,Lightning_V1,,15:01:38.578154
RightHand,,ShootLightning_V1,15:01:38.590301
LeftHand,ThrowEarthPrison_V2,,15:01:39.871342
LeftHand,ThrowFire_V2,,15:01:39.871415
LeftHand,ThrowGust_V2,,15:01:39.871426
RightHand,Aim_V1,,15:01:40.115170
RightHand,Lightning_V1,,15:01:42.769599
RightHand,,ShootLightning_V1,15:01:42.896998
RightHand,Lightning_V1,,15:01:44.300116
RightHand,Aim_V1,,15:01:44.500847
RightHand,Lightning_V1,,15:01:45.334261
RightHand,,ShootLightning_V1,15:01:45.368208
RightHand,Lightning_V1,,15:01:46.628309
LeftHand,ThrowEarthPrison_V2,,15:01:46.628497
LeftHand,ThrowFire_V2,,15:01:46.628549
LeftHand,ThrowGust_V2,,15:01:46.628560
RightHand,Aim_V1,,15:01:47.865214
RightHand,Lightning_V1,,15:01:49.691006
RightHand,,ShootLightning_V1,15:01:49.795346
RightHand,Lightning_V1,,15:01:50.093559
RightHand,Aim_V1,,15:01:51.905520
RightHand,Lightning_V1,,15:01:52.907379
RightHand,,ShootLightning_V1,15:01:52.918599
RightHand,Lightning_V1,,15:01:54.550027
RightHand,Aim_V1,,15:01:54.995856
RightHand,Lightning_V1,,15:01:55.995162
RightHand,,ShootLightning_V1,15:01:56.128796
RightHand,Aim_V1,,15:01:57.721354
RightHand,Lightning_V1,,15:01:58.423072
RightHand,,ShootLightning_V1,15:01:58.445708
RightHand,Lightning_V1,,15:01:59.403068
RightHand,Lightning_V1,,15:02:00.739527
RightHand,Lightning_V1,,15:02:02.676848
RightHand,Lightning_V1,,15:02:04.014249
RightHand,Lightning_V1,,15:02:06.163869
LeftHand,Shield_V1,ActivateShield_V1,15:02:06.542566
RightHand,Aim_V1,,15:02:07.211040
RightHand,Lightning_V1,,15:02:08.257305
RightHand,,ShootLightning_V1,15:02:08.361522
RightHand,Aim_V1,,15:02:08.724226
RightHand,Lightning_V1,,15:02:08.841994
RightHand,,ShootLightning_V1,15:02:08.953340
LeftHand,ThrowEarthPrison_V2,,15:02:10.201420
LeftHand,ThrowFire_V2,,15:02:10.201498
LeftHand,ThrowGust_V2,,15:02:10.201509
RightHand,Aim_V1,,15:02:12.012752
RightHand,Lightning_V1,,15:02:13.481499
RightHand,,ShootLightning_V1,15:02:13.506356
RightHand,Lightning_V1,,15:02:15.007189
LeftHand,Recover_V2,,15:02:19.251110
LeftHand,Recover_V1,ActivateRecover_V1,15:02:19.251487
RightHand,Recover_V1,ActivateRecover_V1,15:02:21.304942
RightHand,Recover_V2,,15:02:21.305000
LeftHand,Recover_V2,,15:02:21.318299
Both,,ActivateRecover_V2,15:02:21.318728
LeftHand,Recover_V1,ActivateRecover_V1,15:02:21.318877
LeftHand,ThrowEarthPrison_V2,,15:02:31.226470
LeftHand,ThrowFire_V2,,15:02:31.226571
LeftHand,ThrowGust_V2,,15:02:31.226586
RightHand,Aim_V1,,15:02:31.751916
RightHand,Lightning_V1,,15:02:31.751981
RightHand,,ShootLightning_V1,15:02:31.862430
RightHand,Lightning_V1,,15:02:33.531482
RightHand,,ShootLightning_V1,15:02:33.544841
RightHand,Lightning_V1,,15:02:33.952668
RightHand,Aim_V1,,15:02:34.565438
RightHand,Lightning_V1,,15:02:34.728770
RightHand,,ShootLightning_V1,15:02:34.742509
RightHand,Lightning_V1,,15:02:35.762187
LeftHand,ThrowEarthPrison_V2,,15:02:35.839706
LeftHand,ThrowFire_V2,,15:02:35.839772
LeftHand,ThrowGust_V2,,15:02:35.839786
RightHand,Fire_V1,,15:02:36.671581
RightHand,Fire_V1,,15:02:36.982212
RightHand,Aim_V1,,15:02:37.221524
RightHand,Fire_V1,,15:02:37.416690
RightHand,,ShootFire_V1,15:02:37.530233
RightHand,Aim_V1,,15:02:38.452636
RightHand,Lightning_V1,,15:02:39.110212
RightHand,,ShootLightning_V1,15:02:39.214036
RightHand,Aim_V1,,15:02:40.365408
RightHand,Lightning_V1,,15:02:44.233048
RightHand,,ShootLightning_V1,15:02:44.360395
RightHand,Fire_V1,,15:02:45.435498
RightHand,Fire_V1,,15:02:45.710932
RightHand,Aim_V1,,15:02:45.963648
RightHand,Fire_V1,,15:02:46.131064
LeftHand,ThrowEarthPrison_V2,,15:02:46.173541
LeftHand,ThrowFire_V2,,15:02:46.173692
LeftHand,ThrowGust_V2,,15:02:46.173708
RightHand,,ShootFire_V1,15:02:46.240986
RightHand,Aim_V1,,15:02:46.475684
RightHand,Lightning_V1,,15:02:48.257001
RightHand,,ShootLightning_V1,15:02:48.376043
RightHand,Aim_V1,,15:02:50.303151
RightHand,Lightning_V1,,15:02:51.560450
RightHand,,ShootLightning_V1,15:02:51.694935
LeftHand,ThrowEarthPrison_V2,,15:02:52.537702
LeftHand,ThrowFire_V2,,15:02:52.537772
LeftHand,ThrowGust_V2,,15:02:52.537786
RightHand,Lightning_V1,,15:02:53.728327
RightHand,Lightning_V1,,15:02:54.407915
RightHand,Lightning_V1,,15:02:54.702410
RightHand,Aim_V1,,15:02:55.507878
LeftHand,ThrowEarthPrison_V2,,15:02:58.804560
LeftHand,ThrowFire_V2,,15:02:58.804630
LeftHand,ThrowGust_V2,,15:02:58.804641
RightHand,Lightning_V1,,15:03:01.317872
RightHand,,ShootLightning_V1,15:03:01.411725
LeftHand,Recover_V1,ActivateRecover_V1,15:03:01.563855
RightHand,Aim_V1,,15:03:01.741713
LeftHand,Recover_V2,,15:03:01.741784
RightHand,Lightning_V1,,15:03:01.841900
RightHand,,ShootLightning_V1,15:03:01.864417
RightHand,Lightning_V1,,15:03:02.623699
LeftHand,Recover_V2,,15:03:03.477378
LeftHand,Recover_V1,ActivateRecover_V1,15:03:03.477854
LeftHand,Recover_V2,,15:03:05.539688
LeftHand,Recover_V1,ActivateRecover_V1,15:03:05.540095
LeftHand,ThrowEarthPrison_V2,,15:03:16.778634
LeftHand,ThrowFire_V2,,15:03:16.778701
LeftHand,ThrowGust_V2,,15:03:16.778714
RightHand,Aim_V1,,15:03:16.803482
RightHand,Lightning_V1,,15:03:16.803532
RightHand,,ShootLightning_V1,15:03:16.937330
RightHand,,ShootLightning_V1,15:03:17.089474
RightHand,Lightning_V1,,15:03:17.808274
RightHand,,ShootLightning_V1,15:03:17.920790
RightHand,Aim_V1,,15:03:19.447358
RightHand,Lightning_V1,,15:03:22.313261
RightHand,,ShootLightning_V1,15:03:22.447264
